"SiO2","TiO2","Al2O3","Fe2O3T","Fe(II)O","MnO","MgO","CaO","Na2O","K2O","P2O5","Ag","As","Ba","Be","Bi","Cd","Ce","Cl","Co","Cr","Cs","Cu","Dy","Er","Eu","F","Ga","Gd","Ge","Hf","Ho","In","La","Li","Lu","Mo","Nb","Nd","Ni","Pb","Pr","Rb","S","Sb","Sc","Se","Sm","Sn","Sr","Ta","Tb","Te","Th","Tl","Tm","U","V","W","Y","Yb","Zn","Zr","Rest"
0.469994767683069,0.0232915092761426,0.128970137124531,0.123590099989953,0.0759083463222192,0.00158291810614562,0.0513977277918115,0.0868155204168197,0.0224812059599014,0.00926195534726869,0.00277952881733903,2.99913173336318e-07,0,0.00031036501438355,9.4221315842001e-07,4.10221797249246e-08,2.21506345631476e-07,5.5138314030739e-05,0.00012267668721488,4.11747150229544e-05,8.36685284676968e-05,5.45733488523936e-07,5.56847976626226e-05,5.73807813477786e-06,2.85490587001263e-06,2.10113534327662e-06,0.00049195336195098,2.11055747486082e-05,5.77576666111466e-06,1.59863469346115e-06,4.58857808150545e-06,1.09296726376721e-06,1.20277494737619e-07,2.36495502763422e-05,1.21580427584997e-05,3.29774605447003e-07,2.60993044882343e-06,1.49623449557098e-05,3.04146407537979e-05,4.96546334487345e-05,1.27387219018385e-05,7.07602081973427e-06,2.3310353539311e-05,0.00022461566728636,2.13735399534512e-07,2.59108618565503e-05,1.31443874144925e-06,7.89574626755968e-06,1.8363734457606e-05,0.00037893928805335,9.6105742158841e-07,8.85680368914809e-07,1.71924326499781e-07,2.71357389624963e-06,1.64833112884e-07,3.76885263368004e-07,5.46483631883605e-07,0.00031253210464791,8.61761682084149e-07,2.4629451961099e-05,2.42148781713942e-06,0.0001036434474262,0.00017675918851959,0.00125777007378325
0.471760901089643,0.0213077427591994,0.131023926966656,0.118314045320818,0.0759083463222192,0.00149528019362803,0.0594373876967141,0.082801140722152,0.0230833879891327,0.00822404106495415,0.00327092542356131,2.99913173336318e-07,9.34550121017518e-07,0.00036540909731784,9.63715434394016e-07,4.10221797249246e-08,2.21506345631476e-07,4.76620561718934e-05,6.72876087132613e-05,4.20547554457883e-05,6.44839583502087e-05,1.86910024203504e-06,8.1305860528524e-05,5.69756899579746e-06,2.87144365877597e-06,2.0915901108021e-06,0.00049195336195098,2.05601026623854e-05,6.75986972457644e-06,1.59863469346115e-06,2.80365036305255e-06,1.09198558551312e-06,1.20277494737619e-07,2.24292029044204e-05,1.21580427584997e-05,3.40842350458927e-07,3.13452401196486e-06,2.05601026623854e-05,3.08401539935781e-05,4.90089203237339e-05,1.30837016942452e-05,7.04953880027589e-06,2.99056038725606e-05,0.00035139084550258,2.13735399534512e-07,2.80365036305255e-05,1.31443874144925e-06,8.45724530991825e-06,1.21491515732277e-05,0.00038223099949616,1.58873520572978e-05,1.0377652296212e-06,1.71924326499781e-07,9.34550121017517e-06,1.64833112884e-07,3.84867108161069e-07,2.80365036305255e-06,0.0002027973762608,8.61761682084149e-07,3.08401539935781e-05,2.34619338119306e-06,0.00010280051331192,0.00019719007553469,0.00062398820121956
0.475351582612675,0.0232176865543466,0.128778261455283,0.121634357900099,0.0759083463222192,0.00169197715780663,0.0510413109271668,0.0836588705804392,0.0228416916303896,0.00921187563694723,0.00291396066066698,2.99913173336318e-07,0,0.00032523560922283,9.63715434394016e-07,4.10221797249246e-08,2.21506345631476e-07,4.98193274243065e-05,0.00012267668721488,4.51193908748436e-05,7.70789594111912e-05,5.45733488523936e-07,5.82792132133396e-05,4.69993654946287e-06,2.16197081275292e-06,1.97397335077441e-06,0.00049195336195098,2.06568201728375e-05,5.63992385935545e-06,1.59863469346115e-06,4.61080385207329e-06,9.39987309892575e-07,1.20277494737619e-07,2.34996827473144e-05,1.40998096483886e-05,2.81996192967772e-07,3.13452401196486e-06,1.40998096483886e-05,2.53796573670995e-05,4.69993654946287e-05,1.3159822338496e-05,5.63992385935545e-06,2.25596954374218e-05,0.00022461566728636,2.13735399534512e-07,2.16197081275292e-05,1.31443874144925e-06,6.57991116924802e-06,1.64343875150771e-05,0.00038445480974606,1.26812293217738e-06,9.39987309892575e-07,1.71924326499781e-07,3.17704220640609e-06,1.64833112884e-07,2.81996192967772e-07,1.87997461978515e-06,0.00031019581226455,8.61761682084149e-07,2.63196446769921e-05,1.87997461978515e-06,0.0001005786421585,0.0001898774365983,0.00107375769649931
0.387199074878344,0.0250866665839645,0.158882221698442,0.149110636212553,0.0759083463222192,0.00197310860772755,0.0743204242244043,0.103447265576573,0.00216102371322541,0.013623845148595,0.00469787763744654,2.99913173336318e-07,6.76494379792302e-05,0.00027623520508185,7.6105617726634e-07,4.10221797249246e-08,2.34893881872327e-07,4.57573281887293e-05,0.00012267668721488,3.51401247281001e-05,7.65754054903786e-05,5.45733488523936e-07,5.30860173031459e-05,4.7542521690959e-06,2.4428963714722e-06,1.69123594948075e-06,0.00049195336195098,2.06568201728375e-05,5.63745316493585e-06,1.59863469346115e-06,4.61080385207329e-06,1.09198558551312e-06,1.20277494737619e-07,2.11404493685094e-05,4.69787763744654e-06,2.81872658246793e-07,2.81872658246793e-06,1.57723616772676e-05,2.56504119004581e-05,3.96406915047739e-05,7.51660421991447e-06,5.78778524933414e-06,2.36890872047279e-05,1.40936329123396e-07,1.2214481857361e-07,2.08209936891631e-05,5.57450160459407e-05,6.77433955319791e-06,1.09366591399755e-05,0.00041811110973274,1.26812293217738e-06,8.36222219465484e-07,1.71924326499781e-07,8.57832456597738e-06,1.64833112884e-07,3.19455679346365e-07,7.32645593624667e-07,0.00028187265824679,8.61761682084149e-07,2.1704194685003e-05,2.01069162882712e-06,0.00012872184726603,0.00018523542374335,0.00104060320295551
0.486792674714486,0.0196287368836486,0.120576526570984,0.11833324235571,0.0759083463222192,0.00158899298581917,0.0612229650418564,0.0794496492909588,0.0213112000451042,0.00906660703673294,0.00280410526909266,2.99913173336318e-07,0,0.00034583964985476,9.63715434394016e-07,4.10221797249246e-08,2.21506345631476e-07,5.34462464289061e-05,0.00012267668721488,9.34701756364221e-07,0.00011964182481462,5.79515088945817e-07,6.3559719432767e-05,5.53343439767619e-06,2.57042983000161e-06,1.94417965323758e-06,0.00049195336195098,2.68259404076531e-05,6.43074808378584e-06,3.77619509571145e-06,5.56147545036711e-06,1.018824914437e-06,1.20277494737619e-07,2.26384765391414e-05,1.21580427584997e-05,3.36492632291119e-07,3.13452401196486e-06,1.6824631614556e-05,2.76484779532536e-05,3.55186667418404e-05,1.12164210763706e-05,6.61768843505868e-06,2.33675439091055e-05,0.00022461566728636,2.13735399534512e-07,1.30858245890991e-05,1.31443874144925e-06,7.53369615629562e-06,1.64343875150771e-05,0.00037388070254568,1.38335859941905e-06,9.81436844182432e-07,1.71924326499781e-07,2.4582656192379e-06,1.64833112884e-07,3.73880702545688e-07,4.58003860618468e-07,0.0002897575444729,8.61761682084149e-07,2.5236947421834e-05,2.25263123283777e-06,0.00011870712305825,0.0001878750530292,0.00063579193251606
0.476519361564597,0.0222873047776788,0.127289418500132,0.124958110468994,0.0740423430689413,0.00158528946117381,0.051848290612508,0.0838338367997207,0.0230333233476429,0.00913872748206076,0.00270431731612002,2.99913173336318e-07,8.48596123334214e-07,0.00032918069399667,9.3252321245518e-07,4.10221797249246e-08,9.13872748206076e-08,5.72569252447481e-05,0.00012267668721488,4.22433015242197e-05,7.64669034213248e-05,4.56936374103038e-07,6.15465320220419e-05,5.93084763121495e-06,2.93744811923382e-06,2.0702015316505e-06,0.00049195336195098,2.22873047776788e-05,6.7141671296773e-06,1.59863469346115e-06,4.62531513377769e-06,1.10037739069711e-06,9.13872748206076e-08,2.5737640663763e-05,1.41743528293187e-05,3.35708356483865e-07,3.26383124359313e-06,1.5666389969247e-05,3.1332779938494e-05,5.39930940011549e-05,1.2775568010636e-05,7.59073894938517e-06,2.38725942388526e-05,0.00022461566728636,2.13735399534512e-07,2.68566685187092e-05,1.31443874144925e-06,8.5698883224631e-06,1.69719224666843e-05,0.00039259227244363,1.0630764621989e-06,9.60498908828835e-07,1.71924326499781e-07,2.88149672648651e-06,1.42676051505643e-07,3.82334517106624e-07,6.24790552344971e-07,0.00032918069399667,4.55071327678128e-07,2.71364254824457e-05,2.37793419176071e-06,0.00011097026228216,0.00019209978176576,1.87506443705132e-09
0.479833799457778,0.0227106942047296,0.129225726941788,0.126128814095688,0.0656920906748376,0.00168922518878154,0.0524598266960489,0.0853997178772889,0.0218660816103388,0.00929073853829846,0.0028153753146359,2.99913173336318e-07,0,0.00031062974304816,9.63715434394016e-07,4.10221797249246e-08,2.21506345631476e-07,5.58596989034736e-05,0.00012267668721488,3.65998790902667e-05,9.19689269447726e-05,5.45733488523936e-07,6.56920906748376e-05,5.69756899579746e-06,2.87144365877597e-06,2.0915901108021e-06,0.00049195336195098,1.59537934496034e-05,6.75986972457644e-06,1.59863469346115e-06,4.69229219105983e-06,1.09198558551312e-06,1.20277494737619e-07,2.64042269787507e-05,1.21580427584997e-05,3.40842350458927e-07,3.13452401196486e-06,1.50153350113915e-05,3.08364942514368e-05,0.00010792272039437,1.03230428203316e-05,7.04953880027589e-06,2.43999193935111e-05,0.00033502966244167,2.13735399534512e-07,2.43999193935111e-05,1.31443874144925e-06,8.45724530991825e-06,1.64343875150771e-05,0.00038195258435227,1.26812293217738e-06,1.0377652296212e-06,1.71924326499781e-07,3.17704220640609e-06,1.64833112884e-07,3.84867108161069e-07,7.32645593624667e-07,0.0003218912443067,8.61761682084149e-07,2.7215294708147e-05,2.34619338119306e-06,0.00010886117883258,0.00019050706295702,5.57306913151479e-06
0.475895802468521,0.0224126751555033,0.127005159214519,0.124203574820081,0.0728411942553859,0.00157822587553336,0.0530433312013579,0.0845144625655439,0.0230663781808722,0.00952538694108892,0.00289497054091918,2.99913173336318e-07,0,0.00031657903657148,1.04592484059016e-06,4.10221797249246e-08,2.21506345631476e-07,5.6592004767646e-05,0.00012267668721488,4.01560429869435e-05,8.87168391572008e-05,5.45733488523936e-07,5.60316878887584e-05,5.69756899579746e-06,2.87144365877597e-06,1.88640015892153e-06,0.00049195336195098,2.06568201728375e-05,6.75986972457644e-06,1.59863469346115e-06,4.97748160745137e-06,1.09198558551312e-06,1.20277494737619e-07,2.56811902823476e-05,1.28872882144144e-05,3.40842350458927e-07,3.13452401196486e-06,1.63425756342212e-05,3.27785374149236e-05,4.85607961702573e-05,1.3074060507377e-05,7.04953880027589e-06,2.27862197414284e-05,0.00056031687888758,2.13735399534512e-07,2.48427065690278e-05,1.31443874144925e-06,8.45724530991825e-06,1.68095063666275e-05,0.00036887527860099,1.26812293217738e-06,1.0377652296212e-06,1.71924326499781e-07,3.17704220640609e-06,1.64833112884e-07,3.84867108161069e-07,7.32645593624667e-07,0.0003109758677826,8.61761682084149e-07,2.84827746767855e-05,2.34619338119306e-06,0.00010085703819976,0.00018303684710327,1.35549167845639e-06
0.47177672979467,0.0218259697058032,0.132354918856986,0.121348660629274,0.0759083463222192,0.0015669926968269,0.0527274387807289,0.0841512387545969,0.0231504516281212,0.00915944540645247,0.0028355105942582,2.99913173336318e-07,0,0.00031479763998754,1.1192804977335e-06,4.10221797249246e-08,2.21506345631476e-07,5.58520968369016e-05,0.00012267668721488,4.13201050413283e-05,8.69307853239684e-05,4.48644932841511e-07,6.1691010100078e-05,5.68034852599751e-06,2.83177965926575e-06,2.0147048959203e-06,0.00049195336195098,3.20300769101403e-05,6.67837363647654e-06,1.59863469346115e-06,4.8502154901785e-06,1.08476934905338e-06,1.20277494737619e-07,2.50718831492304e-05,1.31515458483686e-05,3.26456811838937e-07,3.71228031748277e-06,1.57723616772676e-05,3.03604835010212e-05,4.92110325503495e-05,1.52875061315434e-05,7.25666856030552e-06,2.43443508257036e-05,0.00022461566728636,2.13735399534512e-07,2.57434514478705e-05,1.31443874144925e-06,7.93756419642673e-06,1.64343875150771e-05,0.00037626479398807,9.14079073149024e-07,9.95226909234703e-07,1.71924326499781e-07,2.85416526922042e-06,1.64833112884e-07,3.84867108161069e-07,5.87622261310087e-07,0.00030229900776285,8.61761682084149e-07,2.92038936533632e-05,2.34116170775924e-06,0.00011435315751843,0.00019512790010487,0.00047277738738549
0.478307898658173,0.0226302218407196,0.126840996489959,0.122463957697721,0.0759083463222192,0.00158318424400096,0.0525244655068554,0.0833499940224035,0.0213264230515424,0.0093128484941233,0.00270072606329576,2.99913173336318e-07,0,0.00031291170940254,1.01510048585944e-06,4.10221797249246e-08,2.21506345631476e-07,5.44801636906213e-05,0.00012267668721488,4.18146897386136e-05,8.08355249289903e-05,4.47016727717919e-07,6.00678727870953e-05,5.71808897539171e-06,2.90560873016647e-06,2.04882666870713e-06,0.00049195336195098,2.14195515364836e-05,6.50036824889806e-06,1.59863469346115e-06,5.00099964134421e-06,1.09891612230655e-06,1.20277494737619e-07,2.58897188136628e-05,1.21580427584997e-05,3.72513939764932e-07,3.13452401196486e-06,1.2386088497184e-05,3.1570556395078e-05,4.66573709555577e-05,1.49936860755385e-05,7.59928437120461e-06,2.36546351750732e-05,0.00022461566728636,2.13735399534512e-07,2.66347466931926e-05,1.31443874144925e-06,8.26049661428737e-06,1.64343875150771e-05,0.00037437650946375,7.07776485553371e-07,1.04303903134181e-06,1.71924326499781e-07,2.92423442715472e-06,1.64833112884e-07,4.28391030729672e-07,6.14648000612138e-07,0.00032315584274607,8.61761682084149e-07,2.78454169974287e-05,2.51446909341329e-06,0.00010896032738124,0.00018532568503305,0.00035277701619351
